Ch1_mobility,Ch1_complexity,Ch1_alpha,Ch1_beta,Ch2_mobility,Ch2_complexity,Ch2_alpha,Ch2_beta,Ch3_mobility,Ch3_complexity,Ch3_alpha,Ch3_beta,Ch4_mobility,Ch4_complexity,Ch4_alpha,Ch4_beta,ActualClass,ActiveState
0.9594262554514649,1.3822526761474097,25.00224385075365,42.352874789477376,0.803947391013783,1.5566950280998875,2.4148657618525453,12.315553342366687,0.8464318372882618,1.539027708483345,5.276518831870286,14.18568447674093,1.314453077261223,1.021680603363654,49.54950144244546,24.81638920622143,1.0,1.0
0.44330752146500274,2.886924820371505,109.70942661215312,36.69981464607667,0.5044827827183672,2.4739839328626427,10.441099970615184,13.585021941803035,0.79539901081079,1.5634726131816128,6.189646878821687,17.880825653743216,1.106101020995616,1.2117450637012737,91.29308322346509,43.094464947961356,1.0,1.0
0.9471461745658004,1.4057950352055524,28.111607375755508,24.58986177459889,0.5758315106390486,2.2448485740331976,6.412463621912729,8.278365437928924,0.5882710173789494,2.080747149909002,10.098243640765725,23.204771801325624,1.315782938746284,1.0202551047433042,20.183828655267043,18.493494430008777,1.0,1.0
0.8182557463532949,1.5943141177997975,77.45903687298126,35.765005609586666,0.5256401103319747,2.3472281937690864,24.120246945729814,8.801268460106392,0.5245215865498992,2.3048095899796452,18.254143641751632,12.807743411965339,1.303063710021014,1.031652999161408,60.25999425105359,28.324590427576183,1.0,1.0
0.36846712041698704,3.5157208968875344,59.85620886853931,28.810691218709536,0.6999182359404716,1.7832262808022534,4.9021858545280175,12.460612048815817,0.7547608888648742,1.6890929894672244,4.2884044819263645,11.515451496178484,1.0240835352995261,1.3098307273253706,78.43259807236883,31.867205035798,2.0,1.0
0.8992602892573707,1.4685511856780438,64.0324820361478,30.94185647101312,0.7590490635897279,1.7262112825892255,8.824074939941442,8.194172230683611,0.7246352293115157,1.6906024828572175,9.693256620713864,15.143953939392224,1.3009084494206251,1.0321055698899126,69.38352198744072,19.947027392600173,2.0,1.0
1.0336676898867387,1.2811418215956347,27.146383275060227,21.836368134362182,0.8057227005380418,1.5930481406288197,5.81062075547915,12.77762128561546,0.7528479578476022,1.6142956018184367,3.877434387781663,12.414838288640377,1.3303755947614446,1.0097671932128804,9.824590231663066,11.35022282792071,2.0,1.0
1.0323491293915772,1.2857962928426252,19.279708780107562,29.583738901889852,0.8140816503462506,1.5922875764549314,4.901324823998463,14.319078808247992,0.8474439446306251,1.4865498462048374,3.6820788109180866,13.270145799476524,1.3290705051346945,1.0115661942629728,8.369195678746665,22.181207684820794,2.0,1.0
0.8672958194016088,1.4994110854742428,57.52452727176908,36.022669190195344,0.7754072364204533,1.6067736411339446,7.266289039329877,18.828438129059055,0.7760226444416498,1.5953744045952643,6.103957605989307,22.348083814005246,1.2992799653054243,1.0328966503832526,85.85994159082038,41.852416958648774,1.0,1.0
0.9018820084455721,1.4698992701635343,26.291866499980536,21.791566015084697,0.7696019326667575,1.655410464859837,8.883104115254756,14.156127978882436,0.8322901373096416,1.5290650744937515,4.189609767202092,21.50047486295404,1.3146981719827384,1.0214234135403193,27.378998597281623,23.703316514278207,1.0,1.0
